sampleid,experiment,set,compound,concentration_ugmL,compound_class,internal_standadard_used_for_normalization,CAS_number,formal_name,abbreviation,molecular_formula,neutral_mass,concentration_mM,concentration_µM,samplename,group,treatment,day,mouse.number
CC9,CCME15,2,Taurocholic Acid,4.915,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.009538286760683318,9.538286760683318,NA,NA,NA,NA,NA
CC9,CCME15,2,Ursocholic Acid,0.81,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,0.001983895665702314,1.983895665702314,NA,NA,NA,NA,NA
CC9,CCME15,2,Ursodeoxycholic Acid,5.275,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.013446592302125429,13.44659230212543,NA,NA,NA,NA,NA
CC10,CCME15,2,3-Oxolithocholic Acid,0.775,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,0.0020706306820443723,2.0706306820443725,NA,NA,NA,NA,NA
CC10,CCME15,2,Allocholic Acid,3.25,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.007960075201892,7.960075201892,NA,NA,NA,NA,NA
CC10,CCME15,2,Alloisolithocholic Acid,1.635,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,0.004344962952214974,4.344962952214974,NA,NA,NA,NA,NA
CC10,CCME15,2,Alpha-Muricholic Acid,51.96,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.12726323307394102,127.26323307394102,NA,NA,NA,NA,NA
CC10,CCME15,2,Beta-Muricholic Acid,252.76,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.6190734178554529,619.0734178554529,NA,NA,NA,NA,NA
CC10,CCME15,2,Chenodeoxycholic Acid,2.73,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.0069590894757919275,6.959089475791927,NA,NA,NA,NA,NA
CC10,CCME15,2,Cholic Acid,7.065,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,0.01730397886195907,17.30397886195907,NA,NA,NA,NA,NA
CC10,CCME15,2,Deoxycholic Acid,303.325,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0.7732109213350133,773.2109213350134,NA,NA,NA,NA,NA
CC10,CCME15,2,Glycochenodeoxycholic Acid,0.085,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,1.891772370375201e-4,0.1891772370375201,NA,NA,NA,NA,NA
CC10,CCME15,2,Glycocholic Acid,0.06,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,1.2894657098831098e-4,0.12894657098831097,NA,NA,NA,NA,NA
CC10,CCME15,2,Isodeoxycholic Acid,28.375,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,0.07233119555882635,72.33119555882635,NA,NA,NA,NA,NA
CC10,CCME15,2,Lithocholic Acid,27.695,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0.0735986427767164,73.5986427767164,NA,NA,NA,NA,NA
CC10,CCME15,2,Taurochenodeoxycholic Acid,0.47,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,9.413238779018812e-4,0.9413238779018812,NA,NA,NA,NA,NA
CC10,CCME15,2,Taurocholic Acid,2.495,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.00484191769438553,4.84191769438553,NA,NA,NA,NA,NA
CC10,CCME15,2,Ursocholic Acid,0.2,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,4.898507816548923e-4,0.4898507816548923,NA,NA,NA,NA,NA
CC10,CCME15,2,Ursodeoxycholic Acid,3.045,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.007762061338383304,7.762061338383304,NA,NA,NA,NA,NA
CC11,CCME15,2,3-Oxolithocholic Acid,1.365,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,0.003646981781923314,3.646981781923314,NA,NA,NA,NA,NA
CC11,CCME15,2,Allocholic Acid,1.86,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.004555612269390498,4.555612269390498,NA,NA,NA,NA,NA
CC11,CCME15,2,Alloisolithocholic Acid,1.705,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,0.004530985830903078,4.530985830903077,NA,NA,NA,NA,NA
CC11,CCME15,2,Alpha-Muricholic Acid,74.58,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.18266535647910934,182.66535647910933,NA,NA,NA,NA,NA
CC11,CCME15,2,Beta-Muricholic Acid,458.3,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,1.1224930661621857,1122.4930661621856,NA,NA,NA,NA,NA
CC11,CCME15,2,Chenodeoxycholic Acid,2.37,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.006041407347116069,6.041407347116069,NA,NA,NA,NA,NA
CC11,CCME15,2,Cholic Acid,6.675,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,0.01634876983773203,16.34876983773203,NA,NA,NA,NA,NA
CC11,CCME15,2,Deoxycholic Acid,232.755,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0.5933197329443041,593.3197329443041,NA,NA,NA,NA,NA
CC11,CCME15,2,Glycochenodeoxycholic Acid,0.135,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,3.0045796470664954e-4,0.30045796470664954,NA,NA,NA,NA,NA
CC11,CCME15,2,Glycocholic Acid,0,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,0,0,NA,NA,NA,NA,NA
CC11,CCME15,2,Isodeoxycholic Acid,26.545,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,0.06766631140472408,67.66631140472408,NA,NA,NA,NA,NA
CC11,CCME15,2,Lithocholic Acid,16.265,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0.04322375608461067,43.22375608461067,NA,NA,NA,NA,NA
CC11,CCME15,2,Taurochenodeoxycholic Acid,0.45,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,9.012675426720139e-4,0.9012675426720138,NA,NA,NA,NA,NA
CC11,CCME15,2,Taurocholic Acid,3.975,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.007714077288650293,7.714077288650293,NA,NA,NA,NA,NA
CC11,CCME15,2,Ursocholic Acid,0.57,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,0.0013960747277164428,1.396074727716443,NA,NA,NA,NA,NA
CC11,CCME15,2,Ursodeoxycholic Acid,4.415,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.011254351661399766,11.254351661399765,NA,NA,NA,NA,NA
CC12,CCME15,2,3-Oxolithocholic Acid,0.665,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,0.0017767347142703324,1.7767347142703325,NA,NA,NA,NA,NA
CC12,CCME15,2,Allocholic Acid,1.95,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.0047760451211351996,4.7760451211351995,NA,NA,NA,NA,NA
CC12,CCME15,2,Alloisolithocholic Acid,2.205,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,0.005859720678675241,5.859720678675241,NA,NA,NA,NA,NA
CC12,CCME15,2,Alpha-Muricholic Acid,68.92,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.1688025793582759,168.8025793582759,NA,NA,NA,NA,NA
CC12,CCME15,2,Beta-Muricholic Acid,476.56,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,1.1672164425272773,1167.2164425272772,NA,NA,NA,NA,NA
CC12,CCME15,2,Chenodeoxycholic Acid,2.27,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.005786495644706108,5.7864956447061076,NA,NA,NA,NA,NA
CC12,CCME15,2,Cholic Acid,12.785,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,0.03131371121728899,31.313711217288994,NA,NA,NA,NA,NA
CC12,CCME15,2,Deoxycholic Acid,353.625,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0.9014315076472236,901.4315076472236,NA,NA,NA,NA,NA
CC12,CCME15,2,Glycochenodeoxycholic Acid,0.055,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,1.224088004360424e-4,0.12240880043604241,NA,NA,NA,NA,NA
CC12,CCME15,2,Glycocholic Acid,0.06,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,1.2894657098831098e-4,0.12894657098831097,NA,NA,NA,NA,NA
CC12,CCME15,2,Isodeoxycholic Acid,37.945,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,0.09672624547945959,96.72624547945959,NA,NA,NA,NA,NA
CC12,CCME15,2,Lithocholic Acid,24.375,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0.06477584104287643,64.77584104287642,NA,NA,NA,NA,NA
CC12,CCME15,2,Taurochenodeoxycholic Acid,0.61,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,0.001221718224510952,1.2217182245109521,NA,NA,NA,NA,NA
CC12,CCME15,2,Taurocholic Acid,6.305,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.012235788001242792,12.235788001242792,NA,NA,NA,NA,NA
CC12,CCME15,2,Ursocholic Acid,0.59,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,0.0014450598058819322,1.4450598058819322,NA,NA,NA,NA,NA
CC12,CCME15,2,Ursodeoxycholic Acid,3.945,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.010056266660072949,10.056266660072948,NA,NA,NA,NA,NA
CC13,CCME15,2,3-Oxolithocholic Acid,0,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,0,0,NA,NA,NA,NA,NA
CC13,CCME15,2,Allocholic Acid,2.06,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.005045463051045391,5.045463051045391,NA,NA,NA,NA,NA
CC13,CCME15,2,Alloisolithocholic Acid,0,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,0,0,NA,NA,NA,NA,NA
CC13,CCME15,2,Alpha-Muricholic Acid,3.49,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.00854789613987787,8.54789613987787,NA,NA,NA,NA,NA
CC13,CCME15,2,Beta-Muricholic Acid,147.53,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.3613384290877313,361.3384290877313,NA,NA,NA,NA,NA
CC13,CCME15,2,Chenodeoxycholic Acid,0.67,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.0017079084061467369,1.707908406146737,NA,NA,NA,NA,NA
CC13,CCME15,2,Cholic Acid,82.825,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,0.20285945495283228,202.85945495283227,NA,NA,NA,NA,NA
CC13,CCME15,2,Deoxycholic Acid,0.195,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,4.970778196994234e-4,0.49707781969942344,NA,NA,NA,NA,NA
CC13,CCME15,2,Glycochenodeoxycholic Acid,0,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,0,0,NA,NA,NA,NA,NA
CC13,CCME15,2,Glycocholic Acid,0.65,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,0.0013969211857067024,1.3969211857067023,NA,NA,NA,NA,NA
CC13,CCME15,2,Isodeoxycholic Acid,0,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,0,0,NA,NA,NA,NA,NA
CC13,CCME15,2,Lithocholic Acid,0,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0,0,NA,NA,NA,NA,NA
CC13,CCME15,2,Taurochenodeoxycholic Acid,0.06,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,1.2016900568960185e-4,0.12016900568960184,NA,NA,NA,NA,NA
CC13,CCME15,2,Taurocholic Acid,2.055,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.0039880324096041135,3.9880324096041133,NA,NA,NA,NA,NA
CC13,CCME15,2,Ursocholic Acid,0.25,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,6.123134770686154e-4,0.6123134770686154,NA,NA,NA,NA,NA
CC13,CCME15,2,Ursodeoxycholic Acid,1.695,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.004320753355848834,4.320753355848834,NA,NA,NA,NA,NA
CC14,CCME15,2,3-Oxolithocholic Acid,0.185,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,4.942795821654308e-4,0.4942795821654308,NA,NA,NA,NA,NA
CC14,CCME15,2,Allocholic Acid,34.31,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.08403390159289678,84.03390159289678,NA,NA,NA,NA,NA
CC14,CCME15,2,Alloisolithocholic Acid,0,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,0,0,NA,NA,NA,NA,NA
CC14,CCME15,2,Alpha-Muricholic Acid,47.16,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.11550681431422359,115.50681431422359,NA,NA,NA,NA,NA
CC14,CCME15,2,Beta-Muricholic Acid,981.79,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,2.4046529946047834,2404.6529946047835,NA,NA,NA,NA,NA
CC14,CCME15,2,Chenodeoxycholic Acid,10.14,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.025848046624370017,25.848046624370017,NA,NA,NA,NA,NA
CC14,CCME15,2,Cholic Acid,541.695,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,1.3267485958427345,1326.7485958427346,NA,NA,NA,NA,NA
CC14,CCME15,2,Deoxycholic Acid,0,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0,0,NA,NA,NA,NA,NA
CC14,CCME15,2,Glycochenodeoxycholic Acid,0.115,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,2.5594567363899776e-4,0.2559456736389978,NA,NA,NA,NA,NA
CC14,CCME15,2,Glycocholic Acid,2.94,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,0.006318381978427238,6.318381978427238,NA,NA,NA,NA,NA
CC14,CCME15,2,Isodeoxycholic Acid,0.025,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,6.372792560249018e-5,0.06372792560249019,NA,NA,NA,NA,NA
CC14,CCME15,2,Lithocholic Acid,0,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0,0,NA,NA,NA,NA,NA
CC14,CCME15,2,Taurochenodeoxycholic Acid,0.56,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,0.0011215773864362841,1.1215773864362841,NA,NA,NA,NA,NA
CC14,CCME15,2,Taurocholic Acid,8.365,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.01623352365271942,16.23352365271942,NA,NA,NA,NA,NA
CC14,CCME15,2,Ursocholic Acid,0.52,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,0.00127361203230272,1.27361203230272,NA,NA,NA,NA,NA
CC14,CCME15,2,Ursodeoxycholic Acid,8.925,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.022750869440088996,22.750869440088998,NA,NA,NA,NA,NA
CC15,CCME15,2,3-Oxolithocholic Acid,0,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,0,0,NA,NA,NA,NA,NA
CC15,CCME15,2,Allocholic Acid,1.88,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.004604597347555988,4.604597347555988,NA,NA,NA,NA,NA
CC15,CCME15,2,Alloisolithocholic Acid,0,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,0,0,NA,NA,NA,NA,NA
CC15,CCME15,2,Alpha-Muricholic Acid,3.22,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.007886597584643766,7.886597584643766,NA,NA,NA,NA,NA
CC15,CCME15,2,Beta-Muricholic Acid,94.51,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.23147898687101937,231.47898687101937,NA,NA,NA,NA,NA
CC15,CCME15,2,Chenodeoxycholic Acid,1.99,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.005072742877958218,5.072742877958218,NA,NA,NA,NA,NA
CC15,CCME15,2,Cholic Acid,56.555,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,0.13851755478246217,138.51755478246216,NA,NA,NA,NA,NA
CC15,CCME15,2,Deoxycholic Acid,0,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0,0,NA,NA,NA,NA,NA
CC15,CCME15,2,Glycochenodeoxycholic Acid,0,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,0,0,NA,NA,NA,NA,NA
CC15,CCME15,2,Glycocholic Acid,0.48,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,0.0010315725679064878,1.0315725679064878,NA,NA,NA,NA,NA
CC15,CCME15,2,Isodeoxycholic Acid,0,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,0,0,NA,NA,NA,NA,NA
CC15,CCME15,2,Lithocholic Acid,0,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0,0,NA,NA,NA,NA,NA
CC15,CCME15,2,Taurochenodeoxycholic Acid,0.23,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,4.606478551434738e-4,0.4606478551434738,NA,NA,NA,NA,NA
CC15,CCME15,2,Taurocholic Acid,2.445,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.0047448852756603686,4.744885275660368,NA,NA,NA,NA,NA
CC15,CCME15,2,Ursocholic Acid,0.07,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,1.7144777357921233e-4,0.17144777357921231,NA,NA,NA,NA,NA
CC15,CCME15,2,Ursodeoxycholic Acid,2.125,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.005416873676211665,5.416873676211665,NA,NA,NA,NA,NA
CC16,CCME15,2,3-Oxolithocholic Acid,0.045,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,1.2023016863483452e-4,0.12023016863483452,NA,NA,NA,NA,NA
CC16,CCME15,2,Allocholic Acid,5.57,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.01364234426908875,13.64234426908875,NA,NA,NA,NA,NA
CC16,CCME15,2,Alloisolithocholic Acid,0.155,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,4.1190780280937067e-4,0.41190780280937067,NA,NA,NA,NA,NA
CC16,CCME15,2,Alpha-Muricholic Acid,19.32,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.0473195855078626,47.3195855078626,NA,NA,NA,NA,NA
CC16,CCME15,2,Beta-Muricholic Acid,508.64,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,1.245788507904722,1245.7885079047219,NA,NA,NA,NA,NA
CC16,CCME15,2,Chenodeoxycholic Acid,6.52,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.01662024299712944,16.620242997129438,NA,NA,NA,NA,NA
CC16,CCME15,2,Cholic Acid,194.965,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,0.4775187882267304,477.5187882267304,NA,NA,NA,NA,NA
CC16,CCME15,2,Deoxycholic Acid,23.305,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0.05940717224664134,59.40717224664134,NA,NA,NA,NA,NA
CC16,CCME15,2,Glycochenodeoxycholic Acid,0,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,0,0,NA,NA,NA,NA,NA
